fragrance_1,fragrance_2,type_similarity,occasion_similarity,season_similarity,audience_similarity
Sartorial Penhaligon's 2010,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.371,0.866,0.717,0.87
Sartorial Penhaligon's 2010,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.503,0.965,0.917,0.917
Sartorial Penhaligon's 2010,Bon Monsieur Rogue 2020,0.816,0.975,0.935,0.987
Sartorial Penhaligon's 2010,Boss Bottled Elixir Hugo Boss 2023,0.653,0.906,0.913,0.98
Sartorial Penhaligon's 2010,Boss Bottled Parfum Hugo Boss 2022,0.736,0.975,0.993,0.937
Sartorial Penhaligon's 2010,Chrome Azzaro 1996 EAU DE TOILETTE,0.377,0.821,0.733,0.882
Sartorial Penhaligon's 2010,Chrome Extrême Azzaro 2020,0.221,0.87,0.716,0.898
Sartorial Penhaligon's 2010,Cigar Rum Strangers Parfumerie 2017,0.655,0.911,0.978,0.948
Sartorial Penhaligon's 2010,Club Black Mercedes-Benz 2017,0.445,0.883,0.894,0.932
Sartorial Penhaligon's 2010,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.501,0.935,0.755,0.951
Sartorial Penhaligon's 2010,Dark Akro 2018,0.623,0.867,0.938,0.874
Sartorial Penhaligon's 2010,Dior Homme Cologne Dior 2013,0.186,0.81,0.628,0.919
Sartorial Penhaligon's 2010,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.589,0.969,0.884,0.929
Sartorial Penhaligon's 2010,Dior Homme Intense Dior 2011,0.584,0.856,0.943,0.984
Sartorial Penhaligon's 2010,Dior Homme Parfum Dior 2014,0.631,0.84,0.934,0.994
Sartorial Penhaligon's 2010,Eau Parfumée au Thé Blanc Bvlgari 2003,0.526,0.884,0.806,0.722
Sartorial Penhaligon's 2010,Eau Parfumée au Thé Vert Bvlgari 1992,0.489,0.817,0.708,0.716
Sartorial Penhaligon's 2010,Eau de Soleil Blanc Tom Ford 2017,0.262,0.929,0.648,0.729
Sartorial Penhaligon's 2010,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.534,0.811,0.863,0.935
Sartorial Penhaligon's 2010,Eros Versace 2020 EAU DE PARFUM,0.326,0.913,0.976,0.779
Sartorial Penhaligon's 2010,Explorer Montblanc 2019,0.452,0.938,0.909,0.91
Sartorial Penhaligon's 2010,First Instinct Together Man Abercrombie & Fitch 2020,0.22,0.697,0.821,0.836
Sartorial Penhaligon's 2010,Gentleman Givenchy Réserve Privée Givenchy 2022,0.657,0.858,0.907,0.973
Sartorial Penhaligon's 2010,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.608,0.966,0.919,0.993
Sartorial Penhaligon's 2010,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.803,0.992,0.948,0.94
Sartorial Penhaligon's 2010,Haltane Parfums de Marly 2021,0.757,0.893,0.96,0.993
Sartorial Penhaligon's 2010,Hero Burberry 2022 EAU DE PARFUM,0.666,0.977,0.964,0.905
Sartorial Penhaligon's 2010,Herod Parfums de Marly 2012,0.554,0.861,0.893,0.971
Sartorial Penhaligon's 2010,Hugo Iced Hugo Boss 2017,0.374,0.795,0.71,0.909
Sartorial Penhaligon's 2010,Invictus Platinum Paco Rabanne 2022,0.346,0.896,0.888,0.753
Sartorial Penhaligon's 2010,Invictus Victory Paco Rabanne 2021,0.491,0.907,0.986,0.82
Sartorial Penhaligon's 2010,Jimmy Choo Man Aqua Jimmy Choo 2022,0.381,0.77,0.696,0.828
Sartorial Penhaligon's 2010,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.461,0.892,0.764,0.945
Sartorial Penhaligon's 2010,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.703,0.898,0.996,0.919
Sartorial Penhaligon's 2010,Layton Parfums de Marly 2016,0.599,0.926,0.988,0.921
Sartorial Penhaligon's 2010,Le Mâle Elixir Jean Paul Gaultier 2023,0.352,0.828,0.936,0.881
Sartorial Penhaligon's 2010,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.586,0.929,0.995,0.875
Sartorial Penhaligon's 2010,Legend Montblanc 2011 EAU DE TOILETTE,0.523,0.942,0.922,0.907
Sartorial Penhaligon's 2010,Legend Montblanc 2020 EAU DE PARFUM,0.623,0.927,0.943,0.91
Sartorial Penhaligon's 2010,Les Royales Exclusives - Spice and Wood Creed 2010,0.732,0.998,0.978,0.994
Sartorial Penhaligon's 2010,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.345,0.743,0.597,0.86
Sartorial Penhaligon's 2010,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.237,0.884,0.993,0.71
Sartorial Penhaligon's 2010,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.528,0.974,0.964,0.882
Sartorial Penhaligon's 2010,Mandarino di Amalfi Acqua Tom Ford 2017,0.263,0.882,0.677,0.895
Sartorial Penhaligon's 2010,Millésime Impérial Creed 1994,0.36,0.954,0.784,0.964
Sartorial Penhaligon's 2010,Mousse Illuminée Rogue 2018,0.805,0.968,0.967,0.984
Sartorial Penhaligon's 2010,Mugler Cologne Mugler 2001,0.301,0.829,0.711,0.882
Sartorial Penhaligon's 2010,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.598,0.86,0.959,0.96
Sartorial Penhaligon's 2010,Myslf Yves Saint Laurent 2023,0.538,0.95,0.933,0.853
Sartorial Penhaligon's 2010,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.246,0.875,0.631,0.899
Sartorial Penhaligon's 2010,Oliver Strangers Parfumerie 2018,0.509,0.894,0.765,0.924
Sartorial Penhaligon's 2010,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.593,0.899,0.96,0.989
Sartorial Penhaligon's 2010,Oud for Greatness Initio 2018,0.663,0.804,0.933,0.988
Sartorial Penhaligon's 2010,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.724,0.848,0.944,0.993
Sartorial Penhaligon's 2010,Percival Parfums de Marly 2018,0.552,0.902,0.866,0.911
Sartorial Penhaligon's 2010,Play Intense Givenchy 2008 EAU DE TOILETTE,0.53,0.921,0.96,0.863
Sartorial Penhaligon's 2010,Polo Deep Blue Ralph Lauren 2020,0.371,0.782,0.687,0.926
Sartorial Penhaligon's 2010,Polo Red Parfum Ralph Lauren 2023,0.562,0.978,0.988,0.957
Sartorial Penhaligon's 2010,Reflection Man Amouage 2007,0.596,0.994,0.945,0.96
Sartorial Penhaligon's 2010,Royal Oud Creed 2011,0.787,0.981,0.998,0.999
Sartorial Penhaligon's 2010,Salted Green Mango Strangers Parfumerie 2019,0.404,0.935,0.704,0.912
Sartorial Penhaligon's 2010,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.798,0.995,0.998,0.991
Sartorial Penhaligon's 2010,Sapphire Collection - London Widian / AJ Arabia 2018,0.476,0.834,0.975,0.961
Sauvage Dior 2018 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.47,0.842,0.889,0.96
Sauvage Dior 2018 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.568,0.869,0.922,0.962
Sauvage Dior 2018 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.732,0.921,0.974,0.98
Sauvage Dior 2018 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.691,0.955,0.94,0.983
Sauvage Dior 2018 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.376,0.896,0.774,0.912
Sauvage Dior 2018 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.486,0.957,0.915,0.612
Sauvage Dior 2018 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.755,0.978,0.966,0.967
Sauvage Dior 2018 EAU DE PARFUM,Angels' Share Kilian 2020,0.455,0.818,0.756,0.772
Sauvage Dior 2018 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.667,0.917,0.881,0.995
Sauvage Dior 2018 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.52,0.892,0.869,0.989
Sauvage Dior 2018 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.799,0.97,0.936,0.991
Sauvage Dior 2018 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.629,0.887,0.754,0.985
Sauvage Dior 2018 EAU DE PARFUM,Aventus Creed 2010,0.665,0.999,0.978,0.996
Sauvage Dior 2018 EAU DE PARFUM,Awake Akro 2018,0.529,0.963,0.904,0.785
Sauvage Dior 2018 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.766,0.971,0.978,0.972
Sauvage Dior 2018 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.41,0.94,0.855,0.915
Sauvage Dior 2018 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.662,0.892,0.844,0.802
Sauvage Dior 2018 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.837,0.976,0.979,0.999
Sauvage Dior 2018 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.579,0.991,0.984,0.909
Sauvage Dior 2018 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.455,0.92,0.817,0.96
Sauvage Dior 2018 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.796,0.975,0.946,0.995
Sauvage Dior 2018 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.765,0.871,0.857,0.994
Sauvage Dior 2018 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.62,0.925,0.84,0.997
Sauvage Dior 2018 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.488,0.921,0.915,0.849
Sauvage Dior 2018 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.426,0.903,0.793,0.941
Sauvage Dior 2018 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.728,0.96,0.874,0.942
Sauvage Dior 2018 EAU DE PARFUM,Dark Akro 2018,0.469,0.895,0.856,0.766
Sauvage Dior 2018 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.565,0.862,0.775,0.963
Sauvage Dior 2018 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.68,0.966,0.957,0.982
Sauvage Dior 2018 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.361,0.869,0.865,0.949
Sauvage Dior 2018 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.341,0.852,0.854,0.94
Sauvage Dior 2018 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.707,0.898,0.91,0.631
Sauvage Dior 2018 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.618,0.836,0.838,0.614
Sauvage Dior 2018 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.375,0.953,0.794,0.673
Sauvage Dior 2018 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.495,0.835,0.76,0.992
Sauvage Dior 2018 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.756,0.956,1.0,0.969
Sauvage Dior 2018 EAU DE PARFUM,Explorer Montblanc 2019,0.805,0.959,0.971,1.0
Sauvage Dior 2018 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.626,0.79,0.914,0.95
Sauvage Dior 2018 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.475,0.874,0.809,0.964
Sauvage Dior 2018 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.715,0.961,0.977,0.947
Sauvage Dior 2018 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.789,0.977,0.989,0.977
Sauvage Dior 2018 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.543,0.905,0.888,0.933
Sauvage Dior 2018 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.667,0.977,0.888,0.992
Sauvage Dior 2018 EAU DE PARFUM,Herod Parfums de Marly 2012,0.496,0.88,0.792,0.954
Sauvage Dior 2018 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.702,0.831,0.836,0.99
Sauvage Dior 2018 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.76,0.961,0.955,0.938
Sauvage Dior 2018 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.832,0.925,0.933,0.983
Sauvage Dior 2018 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.62,0.828,0.826,0.981
Sauvage Dior 2018 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.768,0.93,0.88,0.985
Sauvage Dior 2018 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.694,0.91,0.963,0.995
Sauvage Dior 2018 EAU DE PARFUM,Layton Parfums de Marly 2016,0.606,0.941,0.942,0.992
Sauvage Dior 2018 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.381,0.857,0.855,0.974
Sauvage Dior 2018 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.697,0.963,0.984,0.986
Sauvage Dior 2018 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.877,0.959,0.976,0.998
Sauvage Dior 2018 EAU DE PARFUM,Legend Montblanc 2020 EAU DE PARFUM,0.915,0.945,0.978,0.998
Sauvage Dior 2018 EAU DE PARFUM,Les Royales Exclusives - Spice and Wood Creed 2010,0.755,0.983,0.998,0.933
Sauvage Dior 2018 EAU DE PARFUM,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.748,0.786,0.752,0.983
Sauvage Dior 2018 EAU DE PARFUM,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.227,0.907,0.96,0.645
Sauvage Dior 2018 EAU DE PARFUM,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.827,0.994,0.995,0.987
Sauvage Dior 2018 EAU DE PARFUM,Mandarino di Amalfi Acqua Tom Ford 2017,0.569,0.913,0.817,0.84
Sauvage Dior 2018 EAU DE PARFUM,Millésime Impérial Creed 1994,0.654,0.966,0.893,0.954
Sauvage Dior 2018 EAU DE PARFUM,Mousse Illuminée Rogue 2018,0.54,0.967,0.988,0.872
Sauvage Dior 2018 EAU DE PARFUM,Mugler Cologne Mugler 2001,0.62,0.873,0.842,0.853
Sauvage Dior 2018 EAU DE PARFUM,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.484,0.881,0.89,0.837
Sauvage Dior 2018 EAU DE PARFUM,Myslf Yves Saint Laurent 2023,0.824,0.975,0.983,0.971
Sauvage Dior 2018 EAU DE PARFUM,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.563,0.919,0.778,0.836
Sauvage Dior 2018 EAU DE PARFUM,Oliver Strangers Parfumerie 2018,0.64,0.907,0.878,0.887
Sauvage Dior 2018 EAU DE PARFUM,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.38,0.913,0.888,0.948
Sauvage Dior 2018 EAU DE PARFUM,Oud for Greatness Initio 2018,0.51,0.83,0.85,0.939
Sauvage Dior 2018 EAU DE PARFUM,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.487,0.866,0.866,0.92
Sauvage Dior 2018 EAU DE PARFUM,Percival Parfums de Marly 2018,0.896,0.937,0.948,0.998
Sauvage Dior 2018 EAU DE PARFUM,Play Intense Givenchy 2008 EAU DE TOILETTE,0.436,0.935,0.89,0.989
Sauvage Dior 2018 EAU DE PARFUM,Polo Deep Blue Ralph Lauren 2020,0.733,0.829,0.82,0.997
Sauvage Dior 2018 EAU DE PARFUM,Polo Red Parfum Ralph Lauren 2023,0.681,0.983,0.973,0.98
Sauvage Dior 2018 EAU DE PARFUM,Reflection Man Amouage 2007,0.577,0.985,0.989,0.98
Sauvage Dior 2018 EAU DE PARFUM,Royal Oud Creed 2011,0.71,0.971,0.966,0.92
Sauvage Dior 2018 EAU DE PARFUM,Salted Green Mango Strangers Parfumerie 2019,0.546,0.948,0.827,0.88
Sauvage Dior 2018 EAU DE PARFUM,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.75,0.977,0.98,0.925
Sauvage Dior 2018 EAU DE PARFUM,Sapphire Collection - London Widian / AJ Arabia 2018,0.293,0.855,0.915,0.905
Sauvage Dior 2018 EAU DE PARFUM,Sartorial Penhaligon's 2010,0.612,0.98,0.977,0.902
Signature Zaharoff 2018 EAU DE PARFUM,1 Million Elixir Paco Rabanne 2022,0.508,0.848,0.955,0.863
Signature Zaharoff 2018 EAU DE PARFUM,1 Million Paco Rabanne 2008 EAU DE TOILETTE,0.546,0.874,0.973,0.853
Signature Zaharoff 2018 EAU DE PARFUM,212 VIP Black Carolina Herrera 2017 EAU DE PARFUM,0.68,0.93,0.987,0.894
Signature Zaharoff 2018 EAU DE PARFUM,Acqua di Giò Parfum Giorgio Armani 2023,0.428,0.922,0.868,0.982
Signature Zaharoff 2018 EAU DE PARFUM,Althaïr Parfums de Marly 2023,0.432,0.906,0.869,0.933
Signature Zaharoff 2018 EAU DE PARFUM,Ambre Cashmere Intense Parfums de Nicolaï 2015,0.519,0.972,0.971,0.719
Signature Zaharoff 2018 EAU DE PARFUM,Amyris Homme Maison Francis Kurkdjian 2012 EAU DE TOILETTE,0.76,0.955,0.91,0.941
Signature Zaharoff 2018 EAU DE PARFUM,Angels' Share Kilian 2020,0.531,0.832,0.853,0.852
Signature Zaharoff 2018 EAU DE PARFUM,Aqva pour Homme Bvlgari 2005 EAU DE TOILETTE,0.446,0.853,0.785,0.95
Signature Zaharoff 2018 EAU DE PARFUM,Armani Code Absolu pour Homme Giorgio Armani 2019,0.519,0.905,0.939,0.921
Signature Zaharoff 2018 EAU DE PARFUM,Armani Code Giorgio Armani 2021 EAU DE PARFUM,0.728,0.981,0.983,0.959
Signature Zaharoff 2018 EAU DE PARFUM,Artisan Pure John Varvatos 2017,0.446,0.818,0.628,0.958
Signature Zaharoff 2018 EAU DE PARFUM,Aventus Creed 2010,0.645,0.975,0.927,0.964
Signature Zaharoff 2018 EAU DE PARFUM,Awake Akro 2018,0.537,0.967,0.964,0.865
Signature Zaharoff 2018 EAU DE PARFUM,Bad Boy Cobalt Carolina Herrera 2022,0.651,0.916,0.934,0.868
Signature Zaharoff 2018 EAU DE PARFUM,Bentley for Men Absolute Bentley 2014,0.568,0.957,0.931,0.979
Signature Zaharoff 2018 EAU DE PARFUM,Bergamote 22 Le Labo 2006 EAU DE PARFUM,0.463,0.841,0.74,0.853
Signature Zaharoff 2018 EAU DE PARFUM,Bleu de Chanel Chanel 2010 EAU DE TOILETTE,0.657,0.951,0.929,0.95
Signature Zaharoff 2018 EAU DE PARFUM,Bon Monsieur Rogue 2020,0.774,0.969,0.942,0.996
Signature Zaharoff 2018 EAU DE PARFUM,Boss Bottled Elixir Hugo Boss 2023,0.593,0.934,0.904,0.996
Signature Zaharoff 2018 EAU DE PARFUM,Boss Bottled Parfum Hugo Boss 2022,0.846,0.986,0.985,0.965
Signature Zaharoff 2018 EAU DE PARFUM,Chrome Azzaro 1996 EAU DE TOILETTE,0.469,0.796,0.756,0.913
Signature Zaharoff 2018 EAU DE PARFUM,Chrome Extrême Azzaro 2020,0.394,0.851,0.734,0.949
Signature Zaharoff 2018 EAU DE PARFUM,Cigar Rum Strangers Parfumerie 2017,0.706,0.938,0.971,0.914
Signature Zaharoff 2018 EAU DE PARFUM,Club Black Mercedes-Benz 2017,0.439,0.911,0.885,0.941
Signature Zaharoff 2018 EAU DE PARFUM,Costa Azzurra Tom Ford 2014 EAU DE PARFUM,0.605,0.919,0.776,0.956
Signature Zaharoff 2018 EAU DE PARFUM,Dark Akro 2018,0.57,0.898,0.931,0.853
Signature Zaharoff 2018 EAU DE PARFUM,Dior Homme Cologne Dior 2013,0.34,0.786,0.654,0.943
Signature Zaharoff 2018 EAU DE PARFUM,Dior Homme Eau for Men Dior 2014 EAU DE TOILETTE,0.645,0.955,0.895,0.955
Signature Zaharoff 2018 EAU DE PARFUM,Dior Homme Intense Dior 2011,0.495,0.887,0.938,0.982
Signature Zaharoff 2018 EAU DE PARFUM,Dior Homme Parfum Dior 2014,0.494,0.874,0.929,0.993
Signature Zaharoff 2018 EAU DE PARFUM,Eau Parfumée au Thé Blanc Bvlgari 2003,0.624,0.858,0.825,0.726
Signature Zaharoff 2018 EAU DE PARFUM,Eau Parfumée au Thé Vert Bvlgari 1992,0.505,0.787,0.732,0.703
Signature Zaharoff 2018 EAU DE PARFUM,Eau de Soleil Blanc Tom Ford 2017,0.357,0.914,0.677,0.74
Signature Zaharoff 2018 EAU DE PARFUM,Emporio Armani - Stronger With You Absolutely Giorgio Armani 2021,0.526,0.848,0.856,0.964
Signature Zaharoff 2018 EAU DE PARFUM,Eros Versace 2020 EAU DE PARFUM,0.482,0.93,0.984,0.843
Signature Zaharoff 2018 EAU DE PARFUM,Explorer Montblanc 2019,0.618,0.921,0.918,0.948
Signature Zaharoff 2018 EAU DE PARFUM,First Instinct Together Man Abercrombie & Fitch 2020,0.389,0.673,0.835,0.885
Signature Zaharoff 2018 EAU DE PARFUM,Gentleman Givenchy Réserve Privée Givenchy 2022,0.584,0.89,0.898,0.983
Signature Zaharoff 2018 EAU DE PARFUM,Grey Vetiver Tom Ford 2009 EAU DE PARFUM,0.618,0.948,0.928,0.992
Signature Zaharoff 2018 EAU DE PARFUM,Gucci pour Homme II Gucci 2007 EAU DE TOILETTE,0.902,0.985,0.954,0.957
Signature Zaharoff 2018 EAU DE PARFUM,Haltane Parfums de Marly 2021,0.704,0.921,0.954,0.983
Signature Zaharoff 2018 EAU DE PARFUM,Hero Burberry 2022 EAU DE PARFUM,0.684,0.986,0.952,0.931
Signature Zaharoff 2018 EAU DE PARFUM,Herod Parfums de Marly 2012,0.594,0.893,0.884,0.972
Signature Zaharoff 2018 EAU DE PARFUM,Hugo Iced Hugo Boss 2017,0.459,0.764,0.729,0.939
Signature Zaharoff 2018 EAU DE PARFUM,Invictus Platinum Paco Rabanne 2022,0.439,0.898,0.896,0.8
Signature Zaharoff 2018 EAU DE PARFUM,Invictus Victory Paco Rabanne 2021,0.541,0.933,0.981,0.871
Signature Zaharoff 2018 EAU DE PARFUM,Jimmy Choo Man Aqua Jimmy Choo 2022,0.432,0.747,0.716,0.868
Signature Zaharoff 2018 EAU DE PARFUM,L'Eau d'Issey pour Homme Issey Miyake 1994 EAU DE TOILETTE,0.586,0.873,0.784,0.963
Signature Zaharoff 2018 EAU DE PARFUM,La Nuit de L'Homme Yves Saint Laurent 2009 EAU DE TOILETTE,0.734,0.924,0.995,0.947
Signature Zaharoff 2018 EAU DE PARFUM,Layton Parfums de Marly 2016,0.719,0.946,0.986,0.946
Signature Zaharoff 2018 EAU DE PARFUM,Le Mâle Elixir Jean Paul Gaultier 2023,0.313,0.863,0.931,0.914
Signature Zaharoff 2018 EAU DE PARFUM,Le Mâle Jean Paul Gaultier 1995 EAU DE TOILETTE,0.62,0.946,0.999,0.912
Signature Zaharoff 2018 EAU DE PARFUM,Legend Montblanc 2011 EAU DE TOILETTE,0.722,0.924,0.929,0.938
Signature Zaharoff 2018 EAU DE PARFUM,Legend Montblanc 2020 EAU DE PARFUM,0.758,0.914,0.944,0.94
Signature Zaharoff 2018 EAU DE PARFUM,Les Royales Exclusives - Spice and Wood Creed 2010,0.814,0.997,0.983,0.99
Signature Zaharoff 2018 EAU DE PARFUM,Light Blue pour Homme Dolce & Gabbana 2007 EAU DE TOILETTE,0.491,0.709,0.626,0.896
Signature Zaharoff 2018 EAU DE PARFUM,Lost Cherry Tom Ford 2018 EAU DE PARFUM,0.357,0.912,0.993,0.714
Signature Zaharoff 2018 EAU DE PARFUM,Luna Rossa Ocean Prada 2023 EAU DE PARFUM,0.563,0.967,0.969,0.906
Signature Zaharoff 2018 EAU DE PARFUM,Mandarino di Amalfi Acqua Tom Ford 2017,0.401,0.86,0.705,0.887
Signature Zaharoff 2018 EAU DE PARFUM,Millésime Impérial Creed 1994,0.544,0.939,0.802,0.973
Signature Zaharoff 2018 EAU DE PARFUM,Mousse Illuminée Rogue 2018,0.715,0.968,0.968,0.969
Signature Zaharoff 2018 EAU DE PARFUM,Mugler Cologne Mugler 2001,0.36,0.804,0.735,0.891
Signature Zaharoff 2018 EAU DE PARFUM,Musc Ravageur Editions de Parfums Frédéric Malle 2000,0.554,0.892,0.955,0.933
Signature Zaharoff 2018 EAU DE PARFUM,Myslf Yves Saint Laurent 2023,0.698,0.938,0.94,0.898
Signature Zaharoff 2018 EAU DE PARFUM,Neroli Portofino Tom Ford 2007 EAU DE PARFUM,0.373,0.855,0.657,0.886
Signature Zaharoff 2018 EAU DE PARFUM,Oliver Strangers Parfumerie 2018,0.615,0.872,0.783,0.929
Signature Zaharoff 2018 EAU DE PARFUM,Ombré Leather Tom Ford 2018 EAU DE PARFUM,0.487,0.926,0.954,0.986
Signature Zaharoff 2018 EAU DE PARFUM,Oud for Greatness Initio 2018,0.67,0.843,0.927,0.981
Signature Zaharoff 2018 EAU DE PARFUM,Pardon Nasomatto 2011 EXTRAIT DE PARFUM,0.682,0.883,0.938,0.977
Signature Zaharoff 2018 EAU DE PARFUM,Percival Parfums de Marly 2018,0.681,0.883,0.879,0.946
Signature Zaharoff 2018 EAU DE PARFUM,Play Intense Givenchy 2008 EAU DE TOILETTE,0.534,0.941,0.955,0.909
Signature Zaharoff 2018 EAU DE PARFUM,Polo Deep Blue Ralph Lauren 2020,0.48,0.751,0.708,0.956
Signature Zaharoff 2018 EAU DE PARFUM,Polo Red Parfum Ralph Lauren 2023,0.737,0.971,0.984,0.971
Signature Zaharoff 2018 EAU DE PARFUM,Reflection Man Amouage 2007,0.682,0.994,0.953,0.974
Signature Zaharoff 2018 EAU DE PARFUM,Royal Oud Creed 2011,0.786,0.99,0.996,0.986
Signature Zaharoff 2018 EAU DE PARFUM,Salted Green Mango Strangers Parfumerie 2019,0.492,0.919,0.722,0.9
Signature Zaharoff 2018 EAU DE PARFUM,Santal Eau de Santal Floris 2002 EAU DE TOILETTE,0.823,0.987,0.998,0.976
Signature Zaharoff 2018 EAU DE PARFUM,Sapphire Collection - London Widian / AJ Arabia 2018,0.486,0.869,0.971,0.952
Signature Zaharoff 2018 EAU DE PARFUM,Sartorial Penhaligon's 2010,0.888,0.997,0.998,0.981
Signature Zaharoff 2018 EAU DE PARFUM,Sauvage Dior 2018 EAU DE PARFUM,0.727,0.979,0.985,0.943
